"年月日","曜","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"
#2023-09-28#,"木","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃","不燃",,"他プラ","資源",,"不燃","リプラ","リプラ"
#2023-09-29#,"金",,,,"リプラ","リプラ",,"リプラ","リプラ","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃"
#2023-09-30#,"土",,,,,,,,,,,,,,,,
#2023-10-01#,"日",,,,,,,,,,,,,,,,
#2023-10-02#,"月","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃","資源","資源","不燃",,"リプラ","リプラ","他プラ",
#2023-10-03#,"火","リプラ","リプラ","資源","資源","不燃",,"他プラ",,"可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃"
#2023-10-04#,"水","資源","不燃","リプラ","不燃","資源","リプラ",,"他プラ","リプラ","リプラ","リプラ","リプラ","他プラ","資源",,"他プラ"
#2023-10-05#,"木","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃",,"不燃","資源","他プラ","不燃",,"リプラ","リプラ"
#2023-10-06#,"金","不燃","資源",,"リプラ","リプラ","他プラ","リプラ","リプラ","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃"
#2023-10-07#,"土",,,,,,,,,,,,,,,,
#2023-10-08#,"日",,,,,,,,,,,,,,,,
#2023-10-09#,"月","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃","他プラ","他プラ",,"不燃","リプラ","リプラ","資源","不燃"
#2023-10-10#,"火","リプラ","リプラ","他プラ","他プラ",,"不燃","資源","不燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃"
#2023-10-11#,"水","他プラ",,"リプラ",,"他プラ","リプラ","不燃","資源","リプラ","リプラ","リプラ","リプラ","資源","他プラ","不燃","資源"
#2023-10-12#,"木","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃","不燃",,"他プラ","資源",,"不燃","リプラ","リプラ"
#2023-10-13#,"金",,"他プラ","不燃","リプラ","リプラ","資源","リプラ","リプラ","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃"
#2023-10-14#,"土",,,,,,,,,,,,,,,,
#2023-10-15#,"日",,,,,,,,,,,,,,,,
#2023-10-16#,"月","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃","資源","資源","不燃",,"リプラ","リプラ","他プラ",
#2023-10-17#,"火","リプラ","リプラ","資源","資源","不燃",,"他プラ",,"可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃"
#2023-10-18#,"水","資源","不燃","リプラ","不燃","資源","リプラ",,"他プラ","リプラ","リプラ","リプラ","リプラ","他プラ","資源",,"他プラ"
#2023-10-19#,"木","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃",,"不燃","資源","他プラ","不燃",,"リプラ","リプラ"
#2023-10-20#,"金","不燃","資源",,"リプラ","リプラ","他プラ","リプラ","リプラ","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃"
#2023-10-21#,"土",,,,,,,,,,,,,,,,
#2023-10-22#,"日",,,,,,,,,,,,,,,,
#2023-10-23#,"月","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃","他プラ","他プラ",,"不燃","リプラ","リプラ","資源","不燃"
#2023-10-24#,"火","リプラ","リプラ","他プラ","他プラ",,"不燃","資源","不燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃"
#2023-10-25#,"水","他プラ",,"リプラ",,"他プラ","リプラ","不燃","資源","リプラ","リプラ","リプラ","リプラ","資源","他プラ","不燃","資源"
#2023-10-26#,"木","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃","不燃",,"他プラ","資源",,"不燃","リプラ","リプラ"
#2023-10-27#,"金",,"他プラ","不燃","リプラ","リプラ","資源","リプラ","リプラ","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃"
#2023-10-28#,"土",,,,,,,,,,,,,,,,
#2023-10-29#,"日",,,,,,,,,,,,,,,,
#2023-10-30#,"月","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃",,,,,"リプラ","リプラ",,
#2023-10-31#,"火","リプラ","リプラ",,,,,,,"可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃"
#2023-11-01#,"水","資源","不燃","リプラ","不燃","資源","リプラ",,"他プラ","リプラ","リプラ","リプラ","リプラ","他プラ","資源",,"他プラ"
#2023-11-02#,"木","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃",,"不燃","資源","他プラ","不燃",,"リプラ","リプラ"
#2023-11-03#,"金","不燃","資源",,,,"他プラ",,,,,,,,,,
#2023-11-04#,"土",,,,,,,,,,,,,,,,
#2023-11-05#,"日",,,,,,,,,,,,,,,,
#2023-11-06#,"月","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃","資源","資源","不燃",,"リプラ","リプラ","他プラ",
#2023-11-07#,"火","リプラ","リプラ","資源","資源","不燃",,"他プラ",,"可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃"
#2023-11-08#,"水","他プラ",,"リプラ",,"他プラ","リプラ","不燃","資源","リプラ","リプラ","リプラ","リプラ","資源","他プラ","不燃","資源"
#2023-11-09#,"木","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃","不燃",,"他プラ","資源",,"不燃","リプラ","リプラ"
#2023-11-10#,"金",,"他プラ","不燃","リプラ","リプラ","資源","リプラ","リプラ","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃"
#2023-11-11#,"土",,,,,,,,,,,,,,,,
#2023-11-12#,"日",,,,,,,,,,,,,,,,
#2023-11-13#,"月","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃","他プラ","他プラ",,"不燃","リプラ","リプラ","資源","不燃"
#2023-11-14#,"火","リプラ","リプラ","他プラ","他プラ",,"不燃","資源","不燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃"
#2023-11-15#,"水","資源","不燃","リプラ","不燃","資源","リプラ",,"他プラ","リプラ","リプラ","リプラ","リプラ","他プラ","資源",,"他プラ"
#2023-11-16#,"木","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃",,"不燃","資源","他プラ","不燃",,"リプラ","リプラ"
#2023-11-17#,"金","不燃","資源",,"リプラ","リプラ","他プラ","リプラ","リプラ","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃"
#2023-11-18#,"土",,,,,,,,,,,,,,,,
#2023-11-19#,"日",,,,,,,,,,,,,,,,
#2023-11-20#,"月","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃","資源","資源","不燃",,"リプラ","リプラ","他プラ",
#2023-11-21#,"火","リプラ","リプラ","資源","資源","不燃",,"他プラ",,"可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃"
#2023-11-22#,"水","他プラ",,"リプラ",,"他プラ","リプラ","不燃","資源","リプラ","リプラ","リプラ","リプラ","資源","他プラ","不燃","資源"
#2023-11-23#,"木",,,,,,,,,"不燃",,"他プラ","資源",,"不燃",,
#2023-11-24#,"金",,"他プラ","不燃","リプラ","リプラ","資源","リプラ","リプラ","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃"
#2023-11-25#,"土",,,,,,,,,,,,,,,,
#2023-11-26#,"日",,,,,,,,,,,,,,,,
#2023-11-27#,"月","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃","他プラ","他プラ",,"不燃","リプラ","リプラ","資源","不燃"
#2023-11-28#,"火","リプラ","リプラ","他プラ","他プラ",,"不燃","資源","不燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃"
#2023-11-29#,"水",,,"リプラ",,,"リプラ",,,"リプラ","リプラ","リプラ","リプラ",,,,
#2023-11-30#,"木","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃",,,,,,,"リプラ","リプラ"
#2023-12-01#,"金","不燃","資源",,"リプラ","リプラ","他プラ","リプラ","リプラ","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃"
#2023-12-02#,"土",,,,,,,,,,,,,,,,
#2023-12-03#,"日",,,,,,,,,,,,,,,,
#2023-12-04#,"月","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃","資源","資源","不燃",,"リプラ","リプラ","他プラ",
#2023-12-05#,"火","リプラ","リプラ","資源","資源","不燃",,"他プラ",,"可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃"
#2023-12-06#,"水","資源","不燃","リプラ","不燃","資源","リプラ",,"他プラ","リプラ","リプラ","リプラ","リプラ","他プラ","資源",,"他プラ"
#2023-12-07#,"木","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃",,"不燃","資源","他プラ","不燃",,"リプラ","リプラ"
#2023-12-08#,"金",,"他プラ","不燃","リプラ","リプラ","資源","リプラ","リプラ","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃"
#2023-12-09#,"土",,,,,,,,,,,,,,,,
#2023-12-10#,"日",,,,,,,,,,,,,,,,
#2023-12-11#,"月","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃","他プラ","他プラ",,"不燃","リプラ","リプラ","資源","不燃"
#2023-12-12#,"火","リプラ","リプラ","他プラ","他プラ",,"不燃","資源","不燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃"
#2023-12-13#,"水","他プラ",,"リプラ",,"他プラ","リプラ","不燃","資源","リプラ","リプラ","リプラ","リプラ","資源","他プラ","不燃","資源"
#2023-12-14#,"木","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃","不燃",,"他プラ","資源",,"不燃","リプラ","リプラ"
#2023-12-15#,"金","不燃","資源",,"リプラ","リプラ","他プラ","リプラ","リプラ","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃"
#2023-12-16#,"土",,,,,,,,,,,,,,,,
#2023-12-17#,"日",,,,,,,,,,,,,,,,
#2023-12-18#,"月","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃","資源","資源","不燃",,"リプラ","リプラ","他プラ",
#2023-12-19#,"火","リプラ","リプラ","資源","資源","不燃",,"他プラ",,"可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃"
#2023-12-20#,"水","資源","不燃","リプラ",,"資源","リプラ",,"他プラ","リプラ","リプラ","リプラ","リプラ","他プラ","資源",,"他プラ"
#2023-12-21#,"木","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃",,"不燃","資源","他プラ","不燃",,"リプラ","リプラ"
#2023-12-22#,"金",,"他プラ","不燃","リプラ","リプラ","資源","リプラ","リプラ","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃"
#2023-12-23#,"土",,,,,,,,,,,,,,,,
#2023-12-24#,"日",,,,,,,,,,,,,,,,
#2023-12-25#,"月","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃","他プラ","他プラ",,"不燃","リプラ","リプラ","資源","不燃"
#2023-12-26#,"火","リプラ","リプラ","他プラ","他プラ",,"不燃","資源","不燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃"
#2023-12-27#,"水","他プラ",,"リプラ","不燃","他プラ","リプラ","不燃","資源","リプラ","リプラ","リプラ","リプラ","資源","他プラ","不燃","資源"
#2023-12-28#,"木","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃","不燃",,"他プラ","資源",,"不燃","リプラ","リプラ"
#2023-12-29#,"金",,,,"リプラ","リプラ",,"リプラ","リプラ","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃"
#2023-12-30#,"土",,,,,,,,,,,,,,,,
#2023-12-31#,"日",,,,,,,,,,,,,,,,
#2024-01-01#,"月",,,,,,,,,,,,,,,,
#2024-01-02#,"火",,,,,,,,,,,,,,,,
#2024-01-03#,"水",,,,,,,,,,,,,,,,
#2024-01-04#,"木","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃","他プラ","不燃","資源","他プラ","他プラ","他プラ","リプラ","リプラ"
#2024-01-05#,"金","不燃","資源","他プラ","リプラ","リプラ","他プラ","リプラ","リプラ","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃"
#2024-01-06#,"土",,,,,,,,,,,,,,,,
#2024-01-07#,"日",,,,,,,,,,,,,,,,
#2024-01-08#,"月","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃","資源","資源","不燃","不燃","リプラ","リプラ","資源","他プラ"
#2024-01-09#,"火","リプラ","リプラ","資源","資源","不燃","不燃","資源","他プラ","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃"
#2024-01-10#,"水","資源","不燃","リプラ","他プラ","資源","リプラ","不燃","資源","リプラ","リプラ","リプラ","リプラ","資源","資源","不燃","資源"
#2024-01-11#,"木","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃","不燃","他プラ","他プラ","資源","不燃","不燃","リプラ","リプラ"
#2024-01-12#,"金","他プラ","他プラ","不燃","リプラ","リプラ","資源","リプラ","リプラ","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃"
#2024-01-13#,"土",,,,,,,,,,,,,,,,
#2024-01-14#,"日",,,,,,,,,,,,,,,,
#2024-01-15#,"月","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃","資源","資源","不燃",,"リプラ","リプラ","他プラ","不燃"
#2024-01-16#,"火","リプラ","リプラ","資源","資源","他プラ",,"他プラ","不燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃"
#2024-01-17#,"水","資源","不燃","リプラ","不燃","資源","リプラ",,"他プラ","リプラ","リプラ","リプラ","リプラ","他プラ","資源",,"他プラ"
#2024-01-18#,"木","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃",,"不燃","資源","他プラ","不燃",,"リプラ","リプラ"
#2024-01-19#,"金","不燃","資源",,"リプラ","リプラ","他プラ","リプラ","リプラ","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃"
#2024-01-20#,"土",,,,,,,,,,,,,,,,
#2024-01-21#,"日",,,,,,,,,,,,,,,,
#2024-01-22#,"月","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃","他プラ","他プラ",,"不燃","リプラ","リプラ","資源","不燃"
#2024-01-23#,"火","リプラ","リプラ","他プラ","他プラ","不燃","不燃","資源","不燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃"
#2024-01-24#,"水","他プラ",,"リプラ","不燃","他プラ","リプラ","不燃","資源","リプラ","リプラ","リプラ","リプラ","資源","他プラ","不燃","資源"
#2024-01-25#,"木","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃","不燃",,"他プラ","資源",,"不燃","リプラ","リプラ"
#2024-01-26#,"金",,"他プラ","不燃","リプラ","リプラ","資源","リプラ","リプラ","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃"
#2024-01-27#,"土",,,,,,,,,,,,,,,,
#2024-01-28#,"日",,,,,,,,,,,,,,,,
#2024-01-29#,"月","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃",,,,,"リプラ","リプラ","他プラ",
#2024-01-30#,"火","リプラ","リプラ",,,,,"他プラ",,"可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃"
#2024-01-31#,"水",,,"リプラ",,,"リプラ",,,"リプラ","リプラ","リプラ","リプラ",,,,
#2024-02-01#,"木","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃",,"不燃","資源","他プラ","不燃",,"リプラ","リプラ"
#2024-02-02#,"金","不燃","資源",,"リプラ","リプラ","他プラ","リプラ","リプラ","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃"
#2024-02-03#,"土",,,,,,,,,,,,,,,,
#2024-02-04#,"日",,,,,,,,,,,,,,,,
#2024-02-05#,"月","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃","資源","資源","不燃",,"リプラ","リプラ","他プラ",
#2024-02-06#,"火","リプラ","リプラ","資源","資源","不燃",,"他プラ",,"可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃"
#2024-02-07#,"水","資源","不燃","リプラ","不燃","資源","リプラ",,"他プラ","リプラ","リプラ","リプラ","リプラ","他プラ","資源",,"他プラ"
#2024-02-08#,"木","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃","不燃",,"他プラ","資源",,"不燃","リプラ","リプラ"
#2024-02-09#,"金",,"他プラ","不燃","リプラ","リプラ","資源","リプラ","リプラ","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃"
#2024-02-10#,"土",,,,,,,,,,,,,,,,
#2024-02-11#,"日",,,,,,,,,,,,,,,,
#2024-02-12#,"月",,,,,,,,,"他プラ","他プラ",,"不燃",,,"資源","不燃"
#2024-02-13#,"火","リプラ","リプラ","他プラ","他プラ",,"不燃","資源","不燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃"
#2024-02-14#,"水","他プラ",,"リプラ",,"他プラ","リプラ","不燃","資源","リプラ","リプラ","リプラ","リプラ","資源","他プラ","不燃","資源"
#2024-02-15#,"木","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃",,"不燃","資源","他プラ","不燃",,"リプラ","リプラ"
#2024-02-16#,"金","不燃","資源",,"リプラ","リプラ","他プラ","リプラ","リプラ","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃"
#2024-02-17#,"土",,,,,,,,,,,,,,,,
#2024-02-18#,"日",,,,,,,,,,,,,,,,
#2024-02-19#,"月","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃","資源","資源","不燃",,"リプラ","リプラ","他プラ",
#2024-02-20#,"火","リプラ","リプラ","資源","資源","不燃",,"他プラ",,"可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃"
#2024-02-21#,"水","資源","不燃","リプラ","不燃","資源","リプラ",,"他プラ","リプラ","リプラ","リプラ","リプラ","他プラ","資源",,"他プラ"
#2024-02-22#,"木","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃","不燃",,"他プラ","資源",,"不燃","リプラ","リプラ"
#2024-02-23#,"金",,"他プラ","不燃",,,"資源",,,,,,,,,,
#2024-02-24#,"土",,,,,,,,,,,,,,,,
#2024-02-25#,"日",,,,,,,,,,,,,,,,
#2024-02-26#,"月","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃","他プラ","他プラ",,"不燃","リプラ","リプラ","資源","不燃"
#2024-02-27#,"火","リプラ","リプラ","他プラ","他プラ",,"不燃","資源","不燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃"
#2024-02-28#,"水","他プラ",,"リプラ",,"他プラ","リプラ","不燃","資源","リプラ","リプラ","リプラ","リプラ","資源","他プラ","不燃","資源"
#2024-02-29#,"木","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃",,,,,,,"リプラ","リプラ"
#2024-03-01#,"金","不燃","資源",,"リプラ","リプラ","他プラ","リプラ","リプラ","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃"
#2024-03-02#,"土",,,,,,,,,,,,,,,,
#2024-03-03#,"日",,,,,,,,,,,,,,,,
#2024-03-04#,"月","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃","資源","資源","不燃",,"リプラ","リプラ","他プラ",
#2024-03-05#,"火","リプラ","リプラ","資源","資源","不燃",,"他プラ",,"可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃"
#2024-03-06#,"水","資源","不燃","リプラ","不燃","資源","リプラ",,"他プラ","リプラ","リプラ","リプラ","リプラ","他プラ","資源",,"他プラ"
#2024-03-07#,"木","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃",,"不燃","資源","他プラ","不燃",,"リプラ","リプラ"
#2024-03-08#,"金",,"他プラ","不燃","リプラ","リプラ","資源","リプラ","リプラ","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃"
#2024-03-09#,"土",,,,,,,,,,,,,,,,
#2024-03-10#,"日",,,,,,,,,,,,,,,,
#2024-03-11#,"月","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃","他プラ","他プラ",,"不燃","リプラ","リプラ","資源","不燃"
#2024-03-12#,"火","リプラ","リプラ","他プラ","他プラ",,"不燃","資源","不燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃"
#2024-03-13#,"水","他プラ",,"リプラ",,"他プラ","リプラ","不燃","資源","リプラ","リプラ","リプラ","リプラ","資源","他プラ","不燃","資源"
#2024-03-14#,"木","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃","不燃",,"他プラ","資源",,"不燃","リプラ","リプラ"
#2024-03-15#,"金","不燃","資源",,"リプラ","リプラ","他プラ","リプラ","リプラ","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃"
#2024-03-16#,"土",,,,,,,,,,,,,,,,
#2024-03-17#,"日",,,,,,,,,,,,,,,,
#2024-03-18#,"月","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃","資源","資源","不燃",,"リプラ","リプラ","他プラ",
#2024-03-19#,"火","リプラ","リプラ","資源","資源","不燃",,"他プラ",,"可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃"
#2024-03-20#,"水","資源","不燃",,"不燃","資源",,,"他プラ",,,,,"他プラ","資源",,"他プラ"
#2024-03-21#,"木","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃",,"不燃","資源","他プラ","不燃",,"リプラ","リプラ"
#2024-03-22#,"金",,"他プラ","不燃","リプラ","リプラ","資源","リプラ","リプラ","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃"
#2024-03-23#,"土",,,,,,,,,,,,,,,,
#2024-03-24#,"日",,,,,,,,,,,,,,,,
#2024-03-25#,"月","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃","他プラ","他プラ",,"不燃","リプラ","リプラ","資源","不燃"
#2024-03-26#,"火","リプラ","リプラ","他プラ","他プラ",,"不燃","資源","不燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃"
#2024-03-27#,"水","他プラ",,"リプラ",,"他プラ","リプラ","不燃","資源","リプラ","リプラ","リプラ","リプラ","資源","他プラ","不燃","資源"
#2024-03-28#,"木","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃","不燃",,"他プラ","資源",,"不燃","リプラ","リプラ"
#2024-03-29#,"金",,,,"リプラ","リプラ",,"リプラ","リプラ","可燃","可燃","可燃","可燃","可燃","可燃","可燃","可燃"
#2024-03-30#,"土",,,,,,,,,,,,,,,,
#2024-03-31#,"日",,,,,,,,,,,,,,,,
